,label,duration,segments,syllables
0,Ui-sui-sui-sui,1.2971455352775991,"[0.10322600151171583, 0.1369094860166289, 0.06500000000000003, 0.10150000000000003, 0.13825718065003756, 0.06333333333333346, 0.10263794406651539, 0.1383620559334846, 0.06290948601662893, 0.13875718065003784, 0.24625286709921657]","[('ui', 3, 1), ('-', 3, 1), ('sui', 3, 1), ('-', 3, 1), ('sui', 3, 1), ('-', 3, 1), ('sui', 3, 1)]"
1,"sun´niman´ni,",1.4000220122468474,"[0.13915208377001997, 0.20462224858313927, 0.1121724418820591, 0.11150144992438804, 0.11946278403360133, 0.15824107557681222, 0.21915271943842818, 0.0977422778456738, 0.0889128258451497, 0.1490621053475758]","[('sun´', 2, 1), ('ni', 1, 0), ('man´', 2, 0), ('ni', 1, 0)]"
2,sun´niman´nist,1.385884009868624,"[0.11105751344591841, 0.24180707225861697, 0.08086850461264738, 0.059999213099705795, 0.1654811014396178, 0.1145255102040812, 0.26658121780778954, 0.04806789781997667, 0.04806789781997711, 0.14420369345993045, 0.056904123024299036, 0.04832026487606367]","[('sun´', 2, 1), ('ni', 1, 0), ('man´', 2, 0), ('nist', 2, 0)]"
3,sain,0.4019580797951372,"[0.07120071018062646, 0.13876133786848044, 0.07873866213151981, 0.1132573696145105]","[('sain', 3, 1)]"
4,"mal´lika,",1.203763402704169,"[0.0402006322076236, 0.18306468532229303, 0.08650309306437975, 0.07644459387084801, 0.13076048951592334, 0.17702958580617256, 0.5097603229169287]","[('mal´', 2, 1), ('li', 2, 0), ('ka', 1, 0)]"
5,mal´likast,1.0136827870453002,"[0.10640615978866297, 0.19312318451582566, 0.05230419580636969, 0.08449139322567323, 0.12271369016109723, 0.15691258741910818, 0.1730061861287595, 0.05062670591926999, 0.07409868408053377]","[('mal´', 2, 1), ('li', 2, 0), ('kast', 2, 0)]"
6,sain,0.31858840741127015,"[0.06112920707592995, 0.102053665910808, 0.05778533635676464, 0.09762019806776756]","[('sain', 3, 1)]"
7,"man´nipil´li,",1.187246764466476,"[0.08996451140799078, 0.24059216127254146, 0.06453794221401754, 0.049402016754966915, 0.13077004435138218, 0.11828999667963291, 0.1531828795031105, 0.0628171204968897, 0.14700000000000024, 0.1306900917859437]","[('man´', 2, 1), ('ni', 2, 0), ('pil´', 2, 0), ('li', 1, 0)]"
8,petsariinist,1.486145514858464,"[0.12678502204299846, 0.18297099495626412, 0.10192419621606064, 0.10263679651440327, 0.20794216616402394, 0.0726952288215692, 0.3110679558876459, 0.05917053508732373, 0.16060573809416567, 0.06931405538800917, 0.0910328256859998]","[('pet', 2, 0), ('sa', 1, 0), ('rii', 2, 1), ('nist', 2, 0)]"
9,sain,0.30780471671353027,"[0.0348029425479659, 0.1193853839268062, 0.08855678223721952, 0.06505960800153865]","[('sain', 3, 1)]"
10,"riimuka,",1.4371275684246996,"[0.10206891807860252, 0.2755656348352513, 0.09158188827328217, 0.20625157944724393, 0.13693752405923476, 0.6247220237310849]","[('rii', 2, 1), ('mu', 2, 0), ('ka', 1, 0)]"
11,riimukast,1.0367254290916463,"[0.11338065158386001, 0.25566225357145456, 0.1024092813059454, 0.15108956916099459, 0.10665145456415104, 0.13561215189442066, 0.08892600124224614, 0.08299406576857393]","[('rii', 2, 1), ('mu', 1, 0), ('kast', 3, 1)]"
12,sain,0.2871937026622646,"[0.029308299059753296, 0.0949723131851421, 0.08065653926829341, 0.08225655114907582]","[('sain', 3, 1)]"
13,"rindasõl´ge,",1.320460172681397,"[0.06660355516574867, 0.16792875775942306, 0.14998169668160344, 0.062248200869571946, 0.2165495809068716, 0.10072052154195177, 0.18700000000000117, 0.16267490686800912, 0.03557040049689775, 0.1711825523913184]","[('rin', 2, 1), ('da', 1, 0), ('sõl´', 2, 0), ('ge', 1, 0)]"
14,rindasõlesta,1.9033207859769234,"[0.11782695164597712, 0.18896775263976906, 0.19563720273293583, 0.057801900807458395, 0.23120760322983713, 0.10893435152175002, 0.360150305031091, 0.06002505083851517, 0.1382707581453424, 0.12406094551927893, 0.1400584519565342, 0.18037951190843415]","[('rin', 2, 1), ('da', 1, 0), ('sõ', 1, 0), ('les', 2, 1), ('ta', 1, 0)]"
15,"sõmera,",1.1157920980865477,"[0.18702159386763384, 0.42462165593171974, 0.10004175139752647, 0.24676965344722745, 0.05557875077640162, 0.10175869266603854]","[('sõ', 1, 1), ('me', 1, 0), ('ra', 1, 0)]"
16,sõmerast,1.1626111616722241,"[0.1034007308980982, 0.37452397404587856, 0.08812795977690158, 0.18981406721179184, 0.09829657052039309, 0.1593082349813244, 0.1018175154591745, 0.04732210877866194]","[('sõ', 1, 0), ('me', 1, 0), ('rast', 3, 1)]"
17,sain,0.29150017464667854,"[0.056164285779161105, 0.09199999999999875, 0.05450000000000088, 0.08883588886751781]","[('sain', 3, 1)]"
18,"soolavakka,",1.3215157846218482,"[0.10477692292386465, 0.3324733390461567, 0.07456981211892, 0.21354082561326493, 0.06779073828992566, 0.12880240275085697, 0.1818228821808745, 0.21773886169798473]","[('soo', 2, 1), ('la', 1, 0), ('vak', 3, 1), ('ka', 1, 0)]"
19,soolavakast,1.4548857600402805,"[0.14457387425470714, 0.3505759410407876, 0.049389414869772, 0.23771108142140207, 0.05906067352275812, 0.16077627792305904, 0.17718202056826726, 0.11812134704551269, 0.07546641616796279, 0.08202871322605176]","[('soo', 3, 1), ('la', 1, 1), ('va', 2, 0), ('kast', 2, 0)]"
20,"vaisiküisi,",1.3537717501911253,"[0.05892650488677731, 0.1427299610133268, 0.11976192131003316, 0.12796479263263905, 0.2050717830651223, 0.09515330734221905, 0.30344908080073907, 0.098663832199545, 0.20205056694072354]","[('vai', 2, 1), ('si', 2, 0), ('küi', 2, 1), ('si', 1, 0)]"
21,vaisiküisist,1.3464742262392626,"[0.06697467412408997, 0.16765615653049082, 0.16499494769667677, 0.06386901201161521, 0.21023549787157236, 0.07983626501452079, 0.2900717628860896, 0.07175142003365309, 0.11776421128595516, 0.052216206890943084, 0.06110407189365574]","[('vai', 2, 1), ('si', 2, 0), ('küi', 2, 1), ('sist', 2, 0)]"
22,kübara,1.159321085941226,"[0.08951096312890527, 0.3419678362293759, 0.08549195905734308, 0.23815617165974245, 0.08549195905734663, 0.31870219680851264]","[('kü', 1, 1), ('ba', 1, 0), ('ra', 1, 0)]"
23,ja,0.21436399913977766,"[0.09445627507379584, 0.11990772406598182]","[('ja', 3, 1)]"
24,kübarast,1.1659791955271999,"[0.14753446528816028, 0.4127729891509162, 0.09741299340547016, 0.11299907235034112, 0.048893651498474355, 0.15177711491679702, 0.14182840655740847, 0.052760502359632255]","[('kü', 1, 0), ('ba', 1, 0), ('rast', 3, 1)]"
25,sain,0.33285684457914044,"[0.03677414201246165, 0.08411591922901351, 0.11379161326964038, 0.0981751700680249]","[('sain', 3, 1)]"
26,"künnirauda,",1.3361613324994508,"[0.04766618298797454, 0.22760842461430286, 0.10641246722764919, 0.07683160343640338, 0.2796883183819858, 0.0945153627635662, 0.1350219468050966, 0.11187532735279149, 0.05979543358511563, 0.19674626534456507]","[('kün', 2, 1), ('ni', 1, 0), ('rau', 2, 1), ('da', 1, 0)]"
27,künnirauast,1.4997319727007437,"[0.1761041046384051, 0.26267244574859916, 0.0608756687867853, 0.05862864528330647, 0.21969896190068994, 0.06479672402921466, 0.1003594104308334, 0.08964058956916432, 0.13053157500633716, 0.17439113717567523, 0.06543669824882414, 0.09659601188290878]","[('kün', 2, 1), ('ni', 1, 0), ('rau', 2, 1), ('ast', 2, 0)]"
28,sain,0.3354613467065164,"[0.0635026275728734, 0.06723698143417067, 0.04834931729070746, 0.15637242040876487]","[('sain', 3, 1)]"
29,ranitsa,1.137778149280372,"[0.08714003298316442, 0.36171931854224937, 0.050708315683493765, 0.10986801731423412, 0.18593049083948188, 0.030424989410093417, 0.31198698450765505]","[('ra', 1, 1), ('nit', 2, 0), ('sa', 1, 0)]"
30,ja,0.20886748634132601,"[0.09240768940910726, 0.11645979693221875]","[('ja', 3, 1)]"
31,ranitsast,1.1839915643618042,"[0.14883254242342048, 0.3579029135600038, 0.04849674005948401, 0.10589388095284846, 0.10570503745211113, 0.06712176825395488, 0.21511240987626934, 0.05909993722757889, 0.07582633455613319]","[('ra', 1, 1), ('nit', 2, 0), ('sast', 2, 0)]"
32,sain,0.2762746816998032,"[0.027658284110266607, 0.09837618226011102, 0.09234807676537571, 0.057892138564049844]","[('sain', 3, 1)]"
33,rapsuvitsa,1.3195756940075754,"[0.08955076383050908, 0.16030376057201323, 0.10424747991393701, 0.12366061482124024, 0.2369793156918547, 0.033809993485597545, 0.15355372041377535, 0.1958162122707776, 0.036627492942741924, 0.18502634006512864]","[('rap', 2, 1), ('su', 1, 0), ('vit', 2, 1), ('sa', 1, 0)]"
34,lapse,0.6551531989198978,"[0.06471792803492349, 0.17528547104397774, 0.1476088177212418, 0.055353306645464784, 0.21218767547428996]","[('lap', 2, 1), ('se', 1, 0)]"
35,puksu,0.6982711226656733,"[0.08200430867947972, 0.19004635281609694, 0.09594573151881036, 0.0774946293036578, 0.25278010034762843]","[('puk', 2, 1), ('su', 1, 0)]"
36,pihta,0.6421388004914164,"[0.06577031524700061, 0.15063514544041112, 0.12059605712236987, 0.12731260528457966, 0.1778246773970551]","[('pih', 2, 1), ('ta', 1, 0)]"
37,peks(a) –,0.5198214502284699,"[0.06689874636379045, 0.16164554726736924, 0.10818865816471401, 0.08153581630777751, 0.10155268212481872]","[('peks', 2, 0), ('(a', 3, 1), ('–', 3, 1)]"
