0.414000	0.414000	B
0.644000	0.644000	B
1.274000	1.274000	B
1.711000	1.711000	B
2.106000	2.106000	B
2.535000	2.535000	B
2.942000	2.942000	B
3.353000	3.353000	B
3.790000	3.790000	B
4.963000	4.963000	B
5.367000	5.367000	B
5.797000	5.797000	B
5.802000	5.802000	B
6.207000	6.207000	B
6.457000	6.457000	B
7.292000	7.292000	B
8.476000	8.476000	B
8.881000	8.881000	B
9.306000	9.306000	B
10.128000	10.128000	B
10.519000	10.519000	B
11.277000	11.277000	B
11.728000	11.728000	B
12.157000	12.157000	B
12.425000	12.425000	B
12.568000	12.568000	B
13.999000	13.999000	B
14.355000	14.355000	B
14.768000	14.768000	B
15.519000	15.519000	B
15.721000	15.721000	B
15.963000	15.963000	B
16.798000	16.798000	B
17.197000	17.197000	B
17.587000	17.587000	B
17.988000	17.988000	B
18.766000	18.766000	B
19.417000	19.417000	B
19.568000	19.568000	B
20.928000	20.928000	B
21.342000	21.342000	B
21.616000	21.616000	B
22.114000	22.114000	B
22.203000	22.203000	B
22.484000	22.484000	B
22.844000	22.844000	B
23.293000	23.293000	B
23.683000	23.683000	B
24.087000	24.087000	B
24.193000	24.193000	B
24.225000	24.225000	B
24.229000	24.229000	B
24.472000	24.472000	B
24.748000	24.748000	B
24.793000	24.793000	B
25.253000	25.253000	B
25.359000	25.359000	B
26.012000	26.012000	B
26.439000	26.439000	B
27.392000	27.392000	B
28.585000	28.585000	B
28.911000	28.911000	B
29.384000	29.384000	B
29.793000	29.793000	B
30.158000	30.158000	B
30.605000	30.605000	B
31.817000	31.817000	B
32.150000	32.150000	B
32.258000	32.258000	B
32.813000	32.813000	B
32.936000	32.936000	B
34.059000	34.059000	B
35.298000	35.298000	B
36.021000	36.021000	B
36.798000	36.798000	B
37.164000	37.164000	B
38.380000	38.380000	B
38.832000	38.832000	B
39.173000	39.173000	B
40.547000	40.547000	B
40.984000	40.984000	B
41.065000	41.065000	B
41.295000	41.295000	B
42.042000	42.042000	B
42.210000	42.210000	B
42.473000	42.473000	B
43.307000	43.307000	B
43.684000	43.684000	B
44.195000	44.195000	B
44.683000	44.683000	B
44.825000	44.825000	B
44.849000	44.849000	B
45.229000	45.229000	B
45.625000	45.625000	B
45.632000	45.632000	B
47.261000	47.261000	B
47.677000	47.677000	B
47.771000	47.771000	B
48.769000	48.769000	B
49.172000	49.172000	B
49.623000	49.623000	B
50.017000	50.017000	B
50.865000	50.865000	B
50.932000	50.932000	B
51.925000	51.925000	B
52.348000	52.348000	B
52.369000	52.369000	B
52.375000	52.375000	B
52.966000	52.966000	B
53.909000	53.909000	B
53.969000	53.969000	B
54.373000	54.373000	B
54.756000	54.756000	B
55.537000	55.537000	B
55.910000	55.910000	B
56.343000	56.343000	B
57.119000	57.119000	B
57.564000	57.564000	B
57.951000	57.951000	B
58.885000	58.885000	B
58.939000	58.939000	B
58.942000	58.942000	B
59.271000	59.271000	B
59.367000	59.367000	B
59.624000	59.624000	B
60.463000	60.463000	B
62.011000	62.011000	B
62.448000	62.448000	B
62.847000	62.847000	B
63.221000	63.221000	B
64.777000	64.777000	B
65.188000	65.188000	B
65.600000	65.600000	B
66.049000	66.049000	B
67.517000	67.517000	B
67.905000	67.905000	B
68.241000	68.241000	B
68.787000	68.787000	B
68.963000	68.963000	B
69.393000	69.393000	B
69.713000	69.713000	B
70.749000	70.749000	B
70.953000	70.953000	B
71.041000	71.041000	B
71.259000	71.259000	B
71.363000	71.363000	B
71.824000	71.824000	B
72.032000	72.032000	B
72.490000	72.490000	B
72.819000	72.819000	B
73.766000	73.766000	B
74.201000	74.201000	B
75.396000	75.396000	B
75.663000	75.663000	B
76.055000	76.055000	B
76.472000	76.472000	B
76.896000	76.896000	B
77.356000	77.356000	B
78.895000	78.895000	B
78.965000	78.965000	B
79.167000	79.167000	B
79.583000	79.583000	B
79.942000	79.942000	B
80.678000	80.678000	B
81.152000	81.152000	B
82.181000	82.181000	B
82.680000	82.680000	B
83.770000	83.770000	B
84.284000	84.284000	B
84.553000	84.553000	B
84.914000	84.914000	B
84.953000	84.953000	B
85.637000	85.637000	B
86.115000	86.115000	B
87.314000	87.314000	B
87.810000	87.810000	B
88.523000	88.523000	B
88.823000	88.823000	B
89.140000	89.140000	B
89.338000	89.338000	B
90.131000	90.131000	B
90.462000	90.462000	B
90.981000	90.981000	B
91.654000	91.654000	B
92.276000	92.276000	B
92.772000	92.772000	B
94.137000	94.137000	B
94.634000	94.634000	B
95.381000	95.381000	B
95.775000	95.775000	B
96.174000	96.174000	B
96.561000	96.561000	B
96.979000	96.979000	B
97.360000	97.360000	B
97.783000	97.783000	B
98.272000	98.272000	B
98.573000	98.573000	B
98.997000	98.997000	B
99.388000	99.388000	B
99.757000	99.757000	B
99.935000	99.935000	B
101.345000	101.345000	B
101.757000	101.757000	B
102.056000	102.056000	B
102.187000	102.187000	B
102.456000	102.456000	B
102.825000	102.825000	B
102.852000	102.852000	B
103.226000	103.226000	B
103.561000	103.561000	B
104.016000	104.016000	B
104.618000	104.618000	B
104.823000	104.823000	B
105.148000	105.148000	B
105.287000	105.287000	B
105.609000	105.609000	B
105.976000	105.976000	B
106.402000	106.402000	B
106.790000	106.790000	B
108.936000	108.936000	B
109.288000	109.288000	B
109.650000	109.650000	B
109.777000	109.777000	B
110.424000	110.424000	B
110.591000	110.591000	B
110.596000	110.596000	B
110.602000	110.602000	B
110.607000	110.607000	B
111.158000	111.158000	B
112.012000	112.012000	B
112.374000	112.374000	B
112.754000	112.754000	B
113.167000	113.167000	B
113.902000	113.902000	B
114.321000	114.321000	B
115.185000	115.185000	B
115.555000	115.555000	B
116.295000	116.295000	B
117.007000	117.007000	B
117.402000	117.402000	B
118.182000	118.182000	B
118.275000	118.275000	B
118.652000	118.652000	B
119.439000	119.439000	B
120.159000	120.159000	B
120.513000	120.513000	B
121.530000	121.530000	B
121.912000	121.912000	B
122.285000	122.285000	B
122.583000	122.583000	B
122.751000	122.751000	B
123.494000	123.494000	B
124.279000	124.279000	B
124.685000	124.685000	B
125.088000	125.088000	B
125.501000	125.501000	B
125.677000	125.677000	B
125.713000	125.713000	B
125.919000	125.919000	B
126.237000	126.237000	B
126.719000	126.719000	B
126.729000	126.729000	B
127.027000	127.027000	B
127.033000	127.033000	B
127.048000	127.048000	B
127.095000	127.095000	B
128.271000	128.271000	B
128.595000	128.595000	B
128.870000	128.870000	B
129.337000	129.337000	B
129.424000	129.424000	B
130.019000	130.019000	B
130.445000	130.445000	B
130.846000	130.846000	B
130.872000	130.872000	B
130.874000	130.874000	B
131.291000	131.291000	B
131.621000	131.621000	B
131.785000	131.785000	B
131.914000	131.914000	B
132.368000	132.368000	B
132.470000	132.470000	B
133.123000	133.123000	B
133.648000	133.648000	B
133.664000	133.664000	B
134.789000	134.789000	B
135.947000	135.947000	B
136.288000	136.288000	B
136.695000	136.695000	B
137.191000	137.191000	B
137.326000	137.326000	B
137.409000	137.409000	B
137.452000	137.452000	B
137.901000	137.901000	B
138.286000	138.286000	B
139.069000	139.069000	B
139.417000	139.417000	B
139.888000	139.888000	B
141.126000	141.126000	B
142.242000	142.242000	B
142.945000	142.945000	B
143.735000	143.735000	B
144.122000	144.122000	B
144.132000	144.132000	B
144.150000	144.150000	B
145.281000	145.281000	B
146.089000	146.089000	B
146.232000	146.232000	B
147.322000	147.322000	B
147.825000	147.825000	B
148.041000	148.041000	B
148.790000	148.790000	B
149.212000	149.212000	B
149.216000	149.216000	B
150.030000	150.030000	B
150.377000	150.377000	B
150.502000	150.502000	B
150.866000	150.866000	B
151.175000	151.175000	B
151.424000	151.424000	B
151.804000	151.804000	B
151.957000	151.957000	B
152.254000	152.254000	B
154.292000	154.292000	B
154.733000	154.733000	B
154.799000	154.799000	B
155.768000	155.768000	B
156.163000	156.163000	B
156.468000	156.468000	B
156.913000	156.913000	B
157.285000	157.285000	B
157.710000	157.710000	B
158.818000	158.818000	B
158.937000	158.937000	B
159.226000	159.226000	B
159.313000	159.313000	B
159.519000	159.519000	B
160.670000	160.670000	B
161.092000	161.092000	B
161.176000	161.176000	B
162.180000	162.180000	B
162.561000	162.561000	B
162.934000	162.934000	B
163.332000	163.332000	B
163.714000	163.714000	B
164.223000	164.223000	B
165.239000	165.239000	B
165.628000	165.628000	B
165.996000	165.996000	B
167.053000	167.053000	B
167.558000	167.558000	B
167.764000	167.764000	B
168.247000	168.247000	B
168.572000	168.572000	B
168.752000	168.752000	B
168.765000	168.765000	B
168.967000	168.967000	B
169.297000	169.297000	B
170.068000	170.068000	B
170.608000	170.608000	B
170.769000	170.769000	B
171.575000	171.575000	B
172.001000	172.001000	B
172.005000	172.005000	B
172.332000	172.332000	B
173.352000	173.352000	B
173.819000	173.819000	B
174.148000	174.148000	B
174.575000	174.575000	B
174.943000	174.943000	B
175.305000	175.305000	B
175.845000	175.845000	B
175.911000	175.911000	B
175.978000	175.978000	B
176.006000	176.006000	B
176.126000	176.126000	B
176.574000	176.574000	B
176.988000	176.988000	B
177.177000	177.177000	B
177.179000	177.179000	B
177.193000	177.193000	B
177.197000	177.197000	B
177.357000	177.357000	B
177.799000	177.799000	B
178.195000	178.195000	B
178.435000	178.435000	B
178.555000	178.555000	B
178.612000	178.612000	B
180.072000	180.072000	B
180.437000	180.437000	B
180.802000	180.802000	B
181.162000	181.162000	B
181.551000	181.551000	B
182.008000	182.008000	B
182.273000	182.273000	B
182.303000	182.303000	B
182.371000	182.371000	B
182.374000	182.374000	B
182.509000	182.509000	B
182.540000	182.540000	B
182.545000	182.545000	B
182.721000	182.721000	B
183.531000	183.531000	B
183.865000	183.865000	B
184.630000	184.630000	B
184.703000	184.703000	B
184.709000	184.709000	B
185.095000	185.095000	B
185.223000	185.223000	B
185.285000	185.285000	B
185.326000	185.326000	B
185.330000	185.330000	B
185.389000	185.389000	B
185.454000	185.454000	B
187.455000	187.455000	B
188.203000	188.203000	B
188.654000	188.654000	B
189.022000	189.022000	B
189.407000	189.407000	B
190.205000	190.205000	B
191.338000	191.338000	B
191.751000	191.751000	B
192.125000	192.125000	B
192.529000	192.529000	B
193.061000	193.061000	B
194.191000	194.191000	B
195.778000	195.778000	B
196.114000	196.114000	B
196.949000	196.949000	B
198.465000	198.465000	B
198.918000	198.918000	B
199.136000	199.136000	B
199.273000	199.273000	B
200.717000	200.717000	B
201.446000	201.446000	B
201.878000	201.878000	B
202.603000	202.603000	B
203.401000	203.401000	B
204.559000	204.559000	B
204.989000	204.989000	B
205.104000	205.104000	B
205.744000	205.744000	B
206.129000	206.129000	B
207.143000	207.143000	B
207.795000	207.795000	B
208.299000	208.299000	B
209.054000	209.054000	B
209.453000	209.453000	B
209.872000	209.872000	B
210.996000	210.996000	B
211.434000	211.434000	B
212.185000	212.185000	B
212.645000	212.645000	B
213.019000	213.019000	B
214.479000	214.479000	B
214.760000	214.760000	B
215.534000	215.534000	B
215.994000	215.994000	B
216.387000	216.387000	B
216.502000	216.502000	B
216.643000	216.643000	B
216.752000	216.752000	B
217.123000	217.123000	B
217.512000	217.512000	B
218.271000	218.271000	B
218.602000	218.602000	B
219.036000	219.036000	B
219.378000	219.378000	B
219.588000	219.588000	B
219.689000	219.689000	B
219.799000	219.799000	B
221.035000	221.035000	B
221.800000	221.800000	B
222.195000	222.195000	B
222.570000	222.570000	B
222.659000	222.659000	B
222.710000	222.710000	B
222.752000	222.752000	B
222.841000	222.841000	B
222.974000	222.974000	B
223.755000	223.755000	B
224.879000	224.879000	B
225.265000	225.265000	B
225.682000	225.682000	B
225.813000	225.813000	B
226.073000	226.073000	B
226.444000	226.444000	B
226.449000	226.449000	B
227.525000	227.525000	B
228.000000	228.000000	B
228.403000	228.403000	B
228.712000	228.712000	B
229.833000	229.833000	B
230.195000	230.195000	B
230.612000	230.612000	B
231.043000	231.043000	B
231.796000	231.796000	B
231.798000	231.798000	B
231.812000	231.812000	B
231.817000	231.817000	B
232.350000	232.350000	B
232.405000	232.405000	B
232.876000	232.876000	B
233.896000	233.896000	B
234.315000	234.315000	B
234.654000	234.654000	B
235.069000	235.069000	B
235.458000	235.458000	B
235.849000	235.849000	B
236.249000	236.249000	B
236.373000	236.373000	B
236.628000	236.628000	B
237.470000	237.470000	B
237.918000	237.918000	B
238.259000	238.259000	B
238.698000	238.698000	B
239.112000	239.112000	B
239.708000	239.708000	B
239.711000	239.711000	B
239.970000	239.970000	B
241.192000	241.192000	B
241.558000	241.558000	B
241.806000	241.806000	B
241.866000	241.866000	B
242.325000	242.325000	B
242.422000	242.422000	B
243.016000	243.016000	B
243.448000	243.448000	B
243.848000	243.848000	B
244.732000	244.732000	B
244.881000	244.881000	B
245.446000	245.446000	B
245.536000	245.536000	B
246.182000	246.182000	B
246.635000	246.635000	B
248.490000	248.490000	B
249.672000	249.672000	B
250.058000	250.058000	B
250.467000	250.467000	B
250.878000	250.878000	B
251.221000	251.221000	B
251.641000	251.641000	B
252.056000	252.056000	B
252.853000	252.853000	B
253.188000	253.188000	B
253.716000	253.716000	B
254.971000	254.971000	B
256.133000	256.133000	B
256.583000	256.583000	B
256.894000	256.894000	B
257.714000	257.714000	B
258.086000	258.086000	B
258.367000	258.367000	B
259.281000	259.281000	B
260.093000	260.093000	B
260.333000	260.333000	B
260.444000	260.444000	B
261.411000	261.411000	B
261.880000	261.880000	B
262.092000	262.092000	B
262.500000	262.500000	B
262.849000	262.849000	B
263.274000	263.274000	B
264.149000	264.149000	B
264.467000	264.467000	B
264.605000	264.605000	B
264.626000	264.626000	B
264.640000	264.640000	B
264.646000	264.646000	B
264.651000	264.651000	B
264.655000	264.655000	B
264.980000	264.980000	B
265.466000	265.466000	B
265.600000	265.600000	B
266.254000	266.254000	B
266.680000	266.680000	B
268.163000	268.163000	B
268.666000	268.666000	B
268.871000	268.871000	B
269.325000	269.325000	B
269.826000	269.826000	B
270.117000	270.117000	B
270.932000	270.932000	B
271.319000	271.319000	B
271.398000	271.398000	B
271.677000	271.677000	B
271.762000	271.762000	B
272.007000	272.007000	B
272.466000	272.466000	B
273.189000	273.189000	B
273.195000	273.195000	B
273.527000	273.527000	B
273.624000	273.624000	B
273.632000	273.632000	B
273.707000	273.707000	B
273.740000	273.740000	B
274.807000	274.807000	B
275.267000	275.267000	B
275.548000	275.548000	B
275.973000	275.973000	B
276.287000	276.287000	B
276.755000	276.755000	B
277.086000	277.086000	B
277.547000	277.547000	B
277.860000	277.860000	B
278.341000	278.341000	B
278.618000	278.618000	B
279.063000	279.063000	B
279.415000	279.415000	B
279.917000	279.917000	B
279.977000	279.977000	B
280.194000	280.194000	B
281.627000	281.627000	B
282.343000	282.343000	B
282.760000	282.760000	B
283.087000	283.087000	B
283.502000	283.502000	B
284.327000	284.327000	B
285.076000	285.076000	B
285.424000	285.424000	B
285.868000	285.868000	B
286.265000	286.265000	B
286.376000	286.376000	B
286.387000	286.387000	B
286.433000	286.433000	B
286.441000	286.441000	B
286.663000	286.663000	B
287.004000	287.004000	B
288.009000	288.009000	B
288.421000	288.421000	B
288.771000	288.771000	B
289.206000	289.206000	B
289.645000	289.645000	B
290.024000	290.024000	B
290.428000	290.428000	B
290.816000	290.816000	B
291.177000	291.177000	B
291.573000	291.573000	B
291.931000	291.931000	B
292.420000	292.420000	B
292.865000	292.865000	B
293.065000	293.065000	B
