,word,syll,shape,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2
0,pandi,pan,CVC,0,a,2,1,ictus,0.17702643947991348,6.947527767240623,863.8356655240407,1544.8302028457188
1,pandi,di,CV,1,i,1,0,off,0.12903910541678698,7.202174161618722,530.8549025539842,1179.8910911128255
2,mind(e),mind,CVCC,0,i,2,1,off,0.08520952528935855,7.364036543379282,786.6731741851517,834.0441863744422
3,paju,pa,CV,0,a,1,1,ictus,0.3866169768428902,7.887545732125957,857.2459974770414,1366.5523539185554
4,paju,ju,CV,1,ʊ,1,0,off,0.26991593798797986,8.308210803461108,722.7387157711261,1151.961537489136
5,"raiumaie,",rai,CV,0,ai,2,1,ictus,0.29141176583378403,8.70280110071015,949.2964593151323,1377.0059512178386
6,"raiumaie,",u,V,1,u,1,0,off,0.3494418144413771,9.143072556450369,577.5985549952123,1143.0469675893753
7,saare,saa,CV,0,aː,2,1,ictus,0.401021531643881,13.962831627499945,922.6834907050405,1420.579778114547
8,saare,re,CV,1,e,1,0,off,0.21909233280852014,14.34400768847102,760.1441818423366,2414.5132215099584
9,juuri,juu,CV,0,uː,2,1,ictus,0.3297794497162059,14.800965150425343,485.8127314550489,1075.2805962191833
10,juuri,ri,CV,1,i,1,0,off,0.25122642137938556,15.177944713322532,451.3231008158289,2003.4876215927884
11,"juksimaie,",juk,CVCC,0,u,2,0,ictus,0.21173153536733125,15.477062398743938,661.7140982816353,1027.5920292755688
12,"juksimaie,",si,CV,1,i,1,0,off,0.26976551038655927,15.932365544126446,623.2197185396095,906.4270795749381
13,tamme,tam,CVC,0,a,2,1,ictus,0.2628181345509759,20.29034324774396,883.777399615539,1367.2525656791815
14,tamme,me,CV,1,e,1,0,off,0.2255855654895882,20.7250882453137,786.0973664000325,1301.9019120664568
15,tüve,tü,CV,0,y,1,1,ictus,0.4314597708878516,21.16530862068658,559.9367777042986,1600.9963612109786
16,tüve,ve,CV,1,ɛ,1,0,off,0.20069390085910754,21.5580407458041,752.8639641352607,1455.8587467836965
17,tampimaie.,tam,CVC,0,a,2,0,ictus,0.16864163633687568,21.870668649901766,955.4965886828172,1498.2006178423483
18,tampimaie.,pi,CV,1,i,1,0,off,0.2821269118532932,22.376392267517893,559.4752327018739,1668.039091540204
19,Leidsine,leid,CVC,0,ei,2,1,ictus,0.3558264925726853,27.884524904961914,669.3424031695808,1254.3670687302936
20,Leidsine,si,CV,1,i,1,0,off,0.04767053489011985,28.253120290808738,480.5523603291112,1677.0838893994685
21,ma,ma,CVV,0,a,3,1,ictus,0.41401091536767964,28.728813108018286,1041.4539774391842,1437.5653788187083
22,siis,siis,CVVC,0,iiː,3,1,off,0.17859437574118786,29.10106702914043,383.2549384838253,1789.868897466917
23,"kogemata,",ko,CV,0,o,1,1,ictus,0.3727984522744521,29.568102988806068,797.2974478331333,1258.0614542928295
24,"kogemata,",ge,CV,1,ɛ,1,0,off,0.3085228570547187,30.000891996618936,742.2894740273684,1244.9998874708815
25,kus,kus,CVVC,0,u,3,1,ictus,0.2632812391709649,34.715544187670744,549.7980957005769,1179.8796373924583
26,aga,a,V,0,a,1,1,off,0.10310827857953342,35.07949744801182,799.1207427342346,1526.6395986759899
27,aga,ga,CV,1,ɑ,1,0,off,0.13360374149660714,35.241353458049886,787.6026856298414,1357.2455911373029
28,salk,salk,CVCC,0,al,3,1,ictus,0.31362581445496573,35.54297050359936,953.2518180981529,1377.495142737395
29,oli,o,V,0,o,1,1,off,0.1281928342656542,35.9192153742504,802.6905264158635,1081.199215371183
30,oli,li,CV,1,ɪ,1,0,off,0.13925356292563862,36.12152417375307,424.1542847890636,2055.010135521256
31,"sarapuida,",sa,CV,0,a,1,0,ictus,0.3795034017322365,36.48892290268018,931.3925564472996,1371.6041040706093
32,"sarapuida,",ra,CV,1,ɑ,2,0,off,0.2155676968932596,36.88156184768113,834.6015273734741,1424.0078655457164
33,teine,tei,CV,0,ei,2,1,ictus,0.42162505421769936,42.43967273431738,511.5888220871911,1236.9651922548321
34,teine,ne,CV,1,e,1,0,off,0.23981637837073322,42.84647616716216,857.4046317690095,1020.3776234822318
35,salk,salk,CVCC,0,al,3,1,ictus,0.32400650230623285,43.207968106366856,990.6255391967418,1423.5936927451257
36,"türnapuida,",tür,CVC,0,y,2,0,ictus,0.2631193947373589,44.03411007074259,876.167606243799,1675.8626059279907
37,"türnapuida,",na,CV,1,a,2,0,off,0.2504389419789419,44.46207535133951,894.868272980327,1437.7088283533571
38,kolmas,kol,CVC,0,ol,2,1,ictus,0.3801031485869544,49.41966157763396,663.9041047926283,1036.2503761850023
39,kolmas,mas,CVC,1,a,2,0,off,0.1968736028228406,49.80682342272661,859.2241652616926,1334.5706962528143
40,salk,salk,CVCC,0,al,3,1,ictus,0.32942256774629897,50.23298997803386,931.8224122479056,1400.225667423406
41,"kohlapuida,",koh,CVC,0,o,2,0,ictus,0.27981649889646576,51.09918749524751,685.2323967665465,1265.350559659059
42,"kohlapuida,",la,CV,1,a,2,0,off,0.21839336499235884,51.582610308381646,829.062390692206,1410.079016397138
43,neljas,nel,CVC,0,e,2,1,ictus,0.2872646603340314,57.35876460566899,706.6103259411743,1683.9843804103698
44,neljas,jas,CVC,1,a,2,0,off,0.22896142031333966,57.87551018861472,909.9987481703389,1544.0232795786271
45,noori,noo,CV,0,oː,2,1,ictus,0.41577779785188085,58.37175051316265,974.8055748909286,1161.346206557393
46,noori,ri,CV,1,i,1,0,off,0.22300809157510315,58.82721619171858,543.1671296703714,1527.343930420315
47,"neidusida,",nei,CV,0,ei,2,1,ictus,0.32884244011921737,59.224094998759014,653.7856393941344,1464.5733433395321
48,punapõs ki,pu,CV,0,u,1,1,ictus,0.41901343895231946,64.58701962099943,536.3674724503411,1071.931411121638
49,punapõs ki,na,CV,1,ɑ,2,0,off,0.29128565442714205,64.99692211025067,990.2678687568244,1493.5950828327793
50,piigakesi.,pii,CV,0,iː,2,1,ictus,0.3898409510378258,66.32398736194237,374.0722990015694,1316.7364758779017
51,piigakesi.,ga,CV,1,a,2,0,off,0.2847153013197641,66.73791960770725,838.4525235893228,1526.5082710949252
52,Ööd,ööd,VVVC,0,øøː,3,1,ictus,0.5013352468684076,72.04379722917349,467.2739533633275,1894.8401215372508
53,neil,neil,CVVC,0,eil,3,1,off,0.34444816459154026,72.58750419904993,495.7098178473944,1680.2472561115046
54,ööles,öö,VV,0,øː,2,1,ictus,0.4602053346591788,72.98983094867529,578.7326062360951,1519.2120491379792
55,ööles,les,CVC,1,e,2,0,off,0.24280772258092043,73.40627442635768,878.4414836978278,1552.8227689202897
56,"virvekirja,",vir,CVC,0,i,2,1,ictus,0.22304430330108005,73.90379485150203,621.9669968041688,1295.6053857303375
