,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2
0,"Lõpe,",lõ,0,ɵ,2,1,ictus,0.22140095595165055,0.3652850980392261,700.3483317082687,1146.9963577926585
1,"lõpe,",lõ,0,ɵ,2,1,x,0.20855151977876485,0.7701249653399405,772.142749550088,1804.444291693721
2,"lõpe,","pe,",1,e,2,0,ictus,0.29317600132927235,1.0770153174161914,539.6554820176793,1509.1405793918887
3,"linakene,",li,0,i,1,1,ictus,0.22295835305663636,1.1898535186631478,823.0522420368034,1668.4090940856383
4,"linakene,",na,1,ɑ,2,0,x,0.3129413553406204,1.4244118034327753,852.9426377651419,1770.1185031432938
5,kui,kui,0,uiː,3,1,ictus,0.3822805843250201,3.0185280111391624,699.3848803289767,1774.5653123997251
6,sa,sa,0,a,3,1,ictus,0.16504545371719992,3.046894743562502,698.4725634179564,2077.248125472001
7,"lõpe,",lõ,0,ɵ,2,1,x,0.21682713990365965,3.27766260523862,848.176204943951,2091.0414732257163
8,siia,sii,0,iː,2,1,refrain,0.28781827799982285,3.7451607184977886,529.0672937698051,1842.441343430407
9,siia,a,1,ja,1,0,refrain,0.37381584745475305,3.9750674269526303,683.3669798366899,1703.8634677474504
10,"jätan,",jä,0,æ,2,1,refrain,0.21952035973724904,4.076476920894702,664.3202098039197,1953.014478767437
11,"jätan,","tan,",1,a,2,0,refrain,0.29091015203317916,4.355937510751333,668.7354890900924,1942.651314675712
12,siia,sii,0,iː,2,1,ictus,0.37205311422872,5.530495566940512,470.8582333189868,2056.4744453566254
13,siia,a,1,a,1,0,ictus,0.19650218122924734,5.587637857722066,362.11931234652803,2023.247986725561
14,jätan,jä,0,æ,2,1,x,0.17094629924597093,5.739241934166605,719.5494245991521,2149.998456296374
15,jätan,tan,1,a,2,0,x,0.21321912973779789,5.967027257659072,750.6900855413742,2186.513294281432
16,tsirgu,tsir,0,i,2,1,ictus,0.268398882666105,6.210549351001504,776.1254492047445,1733.1184091361113
17,tsirgu,gu,1,u,1,0,x,0.2548189963628751,6.41690743799411,797.4596211991634,1494.8113493924889
18,"süia,",süi,0,yi,2,1,ictus,0.4603699984393952,6.821958808743507,673.9739998333388,2191.745674869995
19,"süia,","a,",1,a,2,0,ictus,0.26160790422808233,6.883438895679808,662.6644333395201,2252.9816389641132
20,pääsukesel,pää,0,æː,2,1,x,0.40696293786109017,8.034677587293183,983.2153954895947,1986.8699423943942
21,pääsukesel,su,1,u,2,0,x,0.20052205712129023,8.080468779312007,783.5497872820295,1243.6043377059923
22,pääle,pää,0,æː,2,1,refrain,0.38260243973877905,8.826922535062133,640.1468311958951,2066.368573467989
23,pääle,le,1,e,1,0,refrain,0.2632789210786477,8.927576047042159,684.1135684901752,2017.516098776521
24,tulla.,tul,0,u,2,1,refrain,0.29370094896442467,9.146608054704947,685.247851525354,1835.0341321852916
25,tulla.,la.,1,a,2,0,refrain,0.31363661228779804,9.406064407007891,679.6954772257733,1592.1365029451078
26,Jätän,jä,0,æ,2,1,ictus,0.1822971407365408,10.313613358173045,416.1830968538569,1821.5559180307039
27,Jätän,tän,1,æ,2,0,ictus,0.19506674721325368,10.501620778929832,351.5996440320351,2084.0362497243113
28,päivä,päi,0,æi,2,1,ictus,0.3861688345346934,11.051988653142102,680.815014644831,908.0521879348903
29,päivä,vä,1,æ,1,0,ictus,0.20628521759896046,11.096095814935031,836.8553865567728,1843.8962921846187
30,"palada,",pa,0,a,1,1,ictus,0.28929763638624806,11.336743775573463,811.1176607245301,1632.6390886012186
31,"palada,",la,1,ɑ,1,0,x,0.23817028572054966,11.468713792690135,804.667141327184,1640.9293476457074
32,jätän,jä,0,æ,2,1,ictus,0.17481150935363843,12.778804257345696,481.497449146697,2124.2380356765484
33,jätän,tän,1,æ,2,0,ictus,0.1724610436802081,12.952410040705566,425.3005472113432,1869.327866737424
34,vihma,vih,0,i,2,1,x,0.2852544538223398,13.392368967452963,1024.8693434048312,1504.099052001633
35,vihma,ma,1,a,1,0,refrain,0.24619041347101245,13.576651675769254,676.3596141163379,1819.1764879241648
36,"valada,",va,0,a,1,1,refrain,0.2474661668935667,13.756811698703613,503.8213303570485,2135.959065066224
37,"valada,",la,1,ɑ,1,0,refrain,0.2538802337047912,13.926851829897535,636.8811941856229,2030.8263393628727
38,ligi,li,0,i,1,1,ictus,0.34391941729057507,15.453748323227604,978.3003778241289,1850.1341492843553
