,word,word_dur,syll,quantity,stress,segment,seg_duration,seg_midpoint,ictus,f1,f2,f3
0,pandi,0.4567402959029758,pan,2,1,p,0.04732759849635659,6.835350748252488,ictus,605.8629121774248,1068.9449077419797,2291.3177530840753
1,pandi,0.4567402959029758,pan,2,1,a,0.17702643947991348,6.947527767240623,ictus,603.0568014572063,1303.7818070524547,2625.4658781112903
2,pandi,0.4567402959029758,pan,2,1,(n) ɲ,0.04169789410804814,7.056889934034604,ictus,765.8745066460048,1279.851219590746,2546.395265213192
3,pandi,0.4567402959029758,di,1,0,d,0.05991572782170085,7.107696744999478,off,930.4162844789694,1876.9498484710703,2542.774896095037
4,pandi,0.4567402959029758,di,1,0,i,0.12903910541678698,7.202174161618722,off,1074.8499979205567,2167.0951731113814,2671.9895243586493
5,mind(e),0.292966668048666,mind,2,1,m,0.053004535827317234,7.294929512820945,off,964.7241357931822,2019.9054334458147,2507.070366939059
6,mind(e),0.292966668048666,mind,2,1,i,0.08520952528935855,7.364036543379282,off,731.3766129658968,1651.342030371028,2557.7969326752177
7,mind(e),0.292966668048666,mind,2,1,n,0.04204145432216855,7.427662033185046,off,828.9429040464258,1374.726641594833,2504.483796254466
8,mind(e),0.292966668048666,mind,2,1,d,0.04497429926856622,7.4711699099804125,off,864.0871929029952,1487.7549420693513,2245.807501179129
9,mind(e),0.292966668048666,(e),2,0,e,0.06773685334125545,7.527525486285324,off,852.7198743778115,1444.954754213909,2241.7647472009944
10,paju,0.8817748594991475,pa,1,1,p,0.13284333074856125,7.627815578330232,ictus,604.0072778731809,1353.8102269593107,2216.018970733857
11,paju,0.8817748594991475,pa,1,1,a,0.3866169768428902,7.887545732125957,ictus,794.7983207838072,850.8450269147605,2525.457521166416
12,paju,0.8817748594991475,ju,1,0,j,0.09239861391971615,8.127053527507261,off,615.6159084188769,1004.9853714101162,2108.4271534294385
13,paju,0.8817748594991475,ju,1,0,(u) ʊ,0.26991593798797986,8.308210803461108,off,803.7023686282021,1402.0005791137917,2752.068144258738
14,"raiumaie,",1.5691314607230442,rai,2,1,r,0.11392644533815854,8.500131995124178,ictus,1000.2000061347893,1413.2192117481245,1785.0388933204383
15,"raiumaie,",1.5691314607230442,rai,2,1,a,0.17030557743532881,8.642248006510922,ictus,607.4794259170998,1794.7481454972199,2505.8133272929113
16,"raiumaie,",1.5691314607230442,rai,2,1,i,0.12110618839845522,8.787953889427815,ictus,639.8500227719728,1179.7608768921164,2255.800798104869
17,"raiumaie,",1.5691314607230442,u,1,0,(u) j,0.1198446656026384,8.90842931642836,ictus,732.8723860775276,1215.4823130229647,2228.34597530527
18,"raiumaie,",1.5691314607230442,mai,2,1,(m) u,0.3494418144413771,9.143072556450369,off,968.7375227231864,1399.538829315773,1920.0657330020406
19,"raiumaie,",1.5691314607230442,mai,2,1,(a) m,0.12992535719061848,9.382756142266366,ictus,385.6689431281237,1101.264014888432,2235.914959237447
20,"raiumaie,",1.5691314607230442,mai,2,1,(i) a,0.13600680272108967,9.51572222222222,ictus,549.748773141618,1598.6528085878242,2348.5001574706052
21,"raiumaie,",1.5691314607230442,"e,",2,0,(e) i,0.1034999999999986,9.635475623582764,ictus,562.5966104118577,1125.5063202575448,2461.7077964607206
22,saare,0.7708354294717186,saa,2,1,s,0.07960243627444186,13.722519643540783,ictus,908.9863225455516,1308.7207720410513,2558.8288205570398
23,saare,0.7708354294717186,saa,2,1,aː,0.401021531643881,13.962831627499945,ictus,821.0177642394135,2045.1796504051165,2489.268391453881
24,saare,0.7708354294717186,re,1,0,r,0.07111912874487558,14.198901957694323,ictus,853.657323585529,2256.955434879651,2609.0244007057086
25,saare,0.7708354294717186,re,1,0,e,0.21909233280852014,14.34400768847102,off,942.3030950393439,1513.288115380564,1947.3042004783977
26,juuri,0.8500040691369435,juu,2,1,j,0.18252157069195896,14.544814640221261,ictus,892.5926703234505,1404.1014017922778,2369.08430673654
27,juuri,0.8500040691369435,juu,2,1,uː,0.3297794497162059,14.800965150425343,ictus,626.7860859236737,1308.8049849644099,2379.2538325876026
28,juuri,0.8500040691369435,ri,1,0,r,0.0864766273493931,15.009093188958143,ictus,462.8701486258693,1569.1879260055816,2573.1755425430206
29,juuri,0.8500040691369435,ri,1,0,i,0.25122642137938556,15.177944713322532,off,495.14010019439434,929.2352896088618,2375.4291383576883
30,"juksimaie,",1.5764548206209241,juk,2,0,j,0.06763870704804731,15.337377277536248,ictus,501.49820194963087,1074.888054760699,2245.8957434638664
31,"juksimaie,",1.5764548206209241,juk,2,0,u,0.21173153536733125,15.477062398743938,ictus,593.9057459832424,1099.9444783123176,1467.7054576897626
32,"juksimaie,",1.5764548206209241,juk,2,0,k,0.118569659805706,15.642212996330457,ictus,470.29338372423206,2020.909600389052,2546.3783438568476
33,"juksimaie,",1.5764548206209241,si,1,0,s,0.09598496269985723,15.749490307583237,ictus,443.59383398984244,1470.9895627156595,2483.001902290778
34,"juksimaie,",1.5764548206209241,si,1,0,i,0.26976551038655927,15.932365544126446,ictus,609.0701470296041,1377.0420995060394,2081.722293872564
35,"juksimaie,",1.5764548206209241,mai,2,1,m,0.11135125327464124,16.122923925957046,ictus,563.6100620701822,1119.412107528396,2485.67014991707
36,"juksimaie,",1.5764548206209241,mai,2,1,a,0.19964874672536226,16.27842392595705,ictus,1219.1440927083345,2219.3207276740795,2797.2720431327684
37,"juksimaie,",1.5764548206209241,mai,2,1,i,0.06640822863133522,16.411452413635395,ictus,567.7939642957004,1517.5889742031331,2546.5977077326193
38,"juksimaie,",1.5764548206209241,"e,",2,0,(e) j,0.15417178940537823,16.52174242265375,off,589.2518446691495,1488.570395969541,2581.3605111152124
39,tamme,0.8004015435266609,tam,2,1,t,0.12145469593663805,20.098206832500153,ictus,680.5174461324682,1073.5711684424289,2438.455627865653
40,tamme,0.8004015435266609,tam,2,1,a,0.2628181345509759,20.29034324774396,ictus,867.4365106679802,1405.6016857360494,2323.716318115198
41,tamme,0.8004015435266609,tam,2,1,m,0.09636664933535855,20.469935639687126,off,1057.02047039767,2058.0363845975176,2532.526041539808
42,tamme,0.8004015435266609,me,1,0,m,0.09417649821410023,20.565207213461854,off,749.5156158267374,2071.035263232634,2665.8020701949727
43,tamme,0.8004015435266609,me,1,0,e,0.2255855654895882,20.7250882453137,off,871.247913033988,1444.9249776620968,2488.9792455342717
44,tüve,0.8205066681751596,tü,1,1,t,0.11169770718416316,20.893729881650575,ictus,835.281025553138,1371.7595817258878,2319.234990107278
45,tüve,0.8205066681751596,tü,1,1,(ü) y,0.4314597708878516,21.16530862068658,ictus,795.2735850125129,1272.7041673845663,2363.41815607903
46,tüve,0.8205066681751596,ve,1,0,v,0.0766552892440373,21.419366150752527,ictus,783.2510203472664,1630.20842460076,2401.738823566983
47,tüve,0.8205066681751596,ve,1,0,(e) ɛ,0.20069390085910754,21.5580407458041,off,556.5139195633564,1371.8384661617476,2414.4944105414475
48,tampimaie.,1.5664239894922396,tam,2,0,t,0.12796013549967356,21.722367763983492,ictus,581.9340134967231,1672.3676477263236,2428.8534866859172
49,tampimaie.,1.5664239894922396,tam,2,0,a,0.16864163633687568,21.870668649901766,ictus,681.1218003016838,1808.0887326763554,2436.8113453604274
50,tampimaie.,1.5664239894922396,tam,2,0,m,0.14893027624555444,22.029454606192978,ictus,730.7408222163542,1428.0750341273867,2100.667304599902
51,tampimaie.,1.5664239894922396,pi,1,0,p,0.13140906727548796,22.169624277953503,off,768.830915075849,1551.867328449073,2141.903468723207
52,tampimaie.,1.5664239894922396,pi,1,0,i,0.2821269118532932,22.376392267517893,off,967.6735071669702,1494.563479807136,2337.7138674570456
53,tampimaie.,1.5664239894922396,mai,2,1,m,0.10771998773065405,22.571315717309865,ictus,944.2005340632197,1711.9241398553038,2834.29079715751
54,tampimaie.,1.5664239894922396,mai,2,1,a,0.18026640682716888,22.715308914588775,ictus,949.4135118844463,1535.9886014705614,2899.5615887831864
55,tampimaie.,1.5664239894922396,mai,2,1,i,0.08800453514739104,22.849444385576057,ictus,562.4627187551426,1850.9109655194652,2734.0642848036587
56,tampimaie.,1.5664239894922396,e.,2,0,(e) j,0.1438534413563488,22.965373373827926,off,565.4748677905276,1565.2646964869539,2682.56121530343
57,Leidsine,0.8463302777958788,leid,2,1,l,0.12368601879313701,27.644768649279005,ictus,906.8777164892538,1452.0983583704583,2586.8194847262484
58,Leidsine,0.8463302777958788,leid,2,1,e,0.19068213956048297,27.801952728455817,ictus,1172.7945187868693,2308.0199666720355,2774.948358099959
59,Leidsine,0.8463302777958788,leid,2,1,i,0.16514435301220232,27.979865974742157,ictus,936.4168774675217,2142.988691891166,2516.552876662059
60,Leidsine,0.8463302777958788,leid,2,1,d,0.0953410697802397,28.11010868613838,ictus,499.21154740421684,1878.3445959330522,2575.129725120099
61,Leidsine,0.8463302777958788,si,1,0,s,0.07150580233518156,28.19353212219609,ictus,365.0890668619814,2090.1377425548517,2392.0294149376227
62,Leidsine,0.8463302777958788,si,1,0,i,0.04767053489011985,28.253120290808738,off,568.1513906031004,2315.8363776572473,2516.9870246854325
63,Leidsine,0.8463302777958788,ne,1,0,n,0.04426549668368551,28.299088306595642,off,573.1161283872352,2067.242211724342,2479.1080303003478
64,Leidsine,0.8463302777958788,ne,1,0,e,0.10803486274082985,28.3752384863079,off,665.673845624381,1598.3828430429242,2478.584767031124
65,ma,0.506562648023813,ma,3,1,m,0.09255173265613337,28.47553178400638,ictus,493.12250956233777,1440.9722244016905,2667.5555503172186
66,ma,0.506562648023813,ma,3,1,a,0.41401091536767964,28.728813108018286,ictus,1053.2205366989808,2443.3201709248447,3159.875129084491
67,siis,0.32094389633442333,siis,3,1,s,0.07595127556771075,28.973794203485983,off,495.62969896165885,1268.5571930522126,2374.1227489231387
68,siis,0.32094389633442333,siis,3,1,i,0.11549149659864,29.069515589569157,off,914.3740895159485,1337.0846904579437,2727.938121726941
69,siis,0.32094389633442333,siis,3,1,iː,0.06310287914254786,29.158812777439753,off,917.4874782119546,1402.1796234804976,1968.0139073383016
70,"kogemata,",1.7877568135403656,ko,1,1,k,0.12494130063229036,29.3192331123527,ictus,1007.6175621106746,1059.365400743909,1724.8332012667004
71,"kogemata,",1.7877568135403656,ko,1,1,o,0.3727984522744521,29.568102988806068,ictus,408.1619707878374,2056.293210933607,2374.7626566223867
72,"kogemata,",1.7877568135403656,ge,1,0,(g) ɡ,0.09212835314828283,29.800566391517435,ictus,334.65739694963014,2228.044003805943,2294.1212739393886
73,"kogemata,",1.7877568135403656,ge,1,0,(e) ɛ,0.3085228570547187,30.000891996618936,off,779.8122907406846,1257.3412759445093,2212.212822295571
74,"kogemata,",1.7877568135403656,ma,2,0,m,0.08141575394499512,30.195861302118793,ictus,861.1894315344828,1261.464337495816,2247.9422469923047
75,"kogemata,",1.7877568135403656,ma,2,0,a,0.18639922613722604,30.329768792159904,ictus,704.6691719474359,1275.958334416768,2461.8891093386205
76,"kogemata,",1.7877568135403656,"ta,",2,0,t,0.22067954358774955,30.53330817702239,ictus,744.9419189269686,1247.5520270730694,2232.9281678119974
77,"kogemata,",1.7877568135403656,"ta,",2,0,a,0.40087132676065096,30.84408361219659,off,973.4867949118212,1258.8959485726164,1396.638475421691
78,kus,0.5042718912393198,kus,3,1,k,0.06023215060253051,34.553787492784,ictus,638.3452228941692,1085.4531409715532,2578.348096705467
79,kus,0.5042718912393198,kus,3,1,u,0.2632812391709649,34.715544187670744,ictus,876.381449184996,2356.215363916506,2701.5028312108493
80,kus,0.5042718912393198,kus,3,1,s,0.1807585014658244,34.937564057989135,ictus,917.6838503300913,2205.830560026003,2514.4350183411857
81,aga,0.2802120200761422,a,1,1,a,0.10310827857953342,35.07949744801182,off,626.62837779439,2150.1162220675396,2457.800857169847
82,aga,0.2802120200761422,ga,1,0,(g) ɡ,0.04350000000000165,35.15280158730158,off,561.6275302378066,1004.7745330049161,2140.2506683239626
83,aga,0.2802120200761422,ga,1,0,(a) ɑ,0.13360374149660714,35.241353458049886,ictus,550.3916294747781,1183.9236377328584,2016.5081218647401
84,salk,0.5469636283193822,salk,3,1,s,0.07800226757368733,35.34715646258503,ictus,573.6696499869357,1182.1729943679993,1900.663591909913
85,salk,0.5469636283193822,salk,3,1,a,0.21852241876676004,35.495418805755264,ictus,577.6661352329269,2027.9256556659398,2633.6065344142753
86,salk,0.5469636283193822,salk,3,1,l,0.0951033956882057,35.65223171298274,ictus,736.1351396021608,1632.557779481764,2106.342658310683
87,salk,0.5469636283193822,salk,3,1,k,0.1553355462907291,35.77745118397221,ictus,793.9912572985463,1370.3823118796786,1974.6858792491166
88,oli,0.33603199809832063,o,1,1,o,0.1281928342656542,35.9192153742504,ictus,792.6803355053287,1782.1000468611073,2591.263086674777
89,oli,0.33603199809832063,li,1,0,(l) ʎ,0.06858560090702781,36.017604591836744,off,836.2576871350116,1443.7232791418046,2396.772031985344
90,oli,0.33603199809832063,li,1,0,(i) ɪ,0.13925356292563862,36.12152417375307,off,881.5303981699959,1362.0942149563236,1741.8363437814492
91,"sarapuida,",1.6541253021056903,sa,1,0,s,0.10802024659816567,36.24516107851498,ictus,626.537644093483,1492.996064375136,2956.3900332584535
92,"sarapuida,",1.6541253021056903,sa,1,0,a,0.3795034017322365,36.48892290268018,ictus,831.3149162575162,1484.3012873516914,2601.1151530616185
93,"sarapuida,",1.6541253021056903,ra,2,0,r,0.09510339568819859,36.7262263013904,off,538.8036707591161,1688.0007341174812,2453.215737383145
94,"sarapuida,",1.6541253021056903,ra,2,0,(a) ɑ,0.2155676968932596,36.88156184768113,off,917.2545438319262,1344.6192756124453,2586.837637488377
95,"sarapuida,",1.6541253021056903,pui,2,1,p,0.19727675285184176,37.08798407255368,ictus,939.9241186076124,1469.3718289245755,2028.1664668679186
96,"sarapuida,",1.6541253021056903,pui,2,1,u,0.18454875283446626,37.27889682539683,ictus,738.7952708316311,1711.9824994094677,2363.5394500640346
97,"sarapuida,",1.6541253021056903,pui,2,1,i,0.16660407611566797,37.4544732398719,ictus,847.5586574871866,1426.9125429733388,2166.9216120430233
98,"sarapuida,",1.6541253021056903,"da,",2,0,d,0.06539592388433135,37.5704732398719,off,839.6688616648088,1371.262896307783,2490.5608228203123
99,"sarapuida,",1.6541253021056903,"da,",2,0,a,0.2421050555075226,37.724223729567825,off,676.5534090436904,1163.6927238125024,2690.289677995887
100,teine,0.8197991025699167,tei,2,1,t,0.08227495343091817,42.187722730493064,ictus,916.767424880467,1550.1577825683094,2741.1966483882043
101,teine,0.8197991025699167,tei,2,1,e,0.24937562045586503,42.35354801743646,ictus,945.3697290797941,1470.3225594852006,2623.742719947887
102,teine,0.8197991025699167,tei,2,1,i,0.17224943376183433,42.56436054454531,ictus,867.8608112350238,1923.1748026883922,2564.418894575086
103,teine,0.8197991025699167,ne,1,0,n,0.07608271655056598,42.688526619701506,ictus,912.9616005252489,1731.1156084705526,2719.861420021932
104,teine,0.8197991025699167,ne,1,0,e,0.23981637837073322,42.84647616716216,off,550.7738524571879,1837.1787510893964,2569.5036851182617
105,salk,0.5430719815151477,salk,3,1,s,0.0795804988662141,43.00617460578063,ictus,478.40885939851694,1474.632027952663,2774.973263472016
106,salk,0.5430719815151477,salk,3,1,a,0.20354220110117893,43.14773595576433,ictus,484.9855123074077,1062.5905442133142,2855.191985445233
107,salk,0.5430719815151477,salk,3,1,l,0.12046430120505391,43.30973920691744,ictus,772.3437957629473,1202.6923192029553,2392.420418014213
108,salk,0.5430719815151477,salk,3,1,k,0.13948498034270074,43.43971384769132,ictus,663.3625440752351,1237.3050358388116,2382.78219901445
109,oli,0.2903309563722374,o,1,1,o,0.11068840892493625,43.564800542325145,ictus,605.1742987392411,2005.9706841201184,2340.350558795982
110,oli,0.2903309563722374,li,1,0,(l) ʎ,0.06450944822373117,43.652399470899475,off,941.4468311709464,1456.9396227639331,2502.706336858234
111,oli,0.2903309563722374,li,1,0,(i) ɪ,0.11513309922356996,43.742220744623125,off,1006.9696746380816,1454.781051906728,2111.29310590277
112,"türnapuida,",1.827075671522337,tür,2,0,t,0.1027630791390024,43.85116883380441,ictus,890.3770306057982,1778.5192131518645,2893.6288803597718
113,"türnapuida,",1.827075671522337,tür,2,0,(ü) y,0.2631193947373589,44.03411007074259,ictus,725.4150961206685,1279.5790590116749,2769.7053424208175
114,"türnapuida,",1.827075671522337,tür,2,0,r,0.08452070807919654,44.20793012215087,ictus,546.3758238212984,1652.5565198716722,2534.0669035097144
115,"türnapuida,",1.827075671522337,na,2,0,n,0.08666540415956803,44.29352317827025,ictus,396.2801248868786,1682.1994499868763,2549.675466349075
116,"türnapuida,",1.827075671522337,na,2,0,a,0.2504389419789419,44.46207535133951,ictus,665.0676781043467,1545.0821859984871,2400.7799338224168
117,"türnapuida,",1.827075671522337,pui,2,1,p,0.18069645180758442,44.67764304823277,ictus,999.1517038044857,1720.7187017647095,2396.0551206553637
118,"türnapuida,",1.827075671522337,pui,2,1,u,0.15062777348247636,44.843305160877804,ictus,555.8488959982726,1658.7429053904618,2606.9712926004386
