,word,word_dur,syll,quantity,stress,segment,seg_duration,seg_midpoint,ictus,f1,f2,f3
0,Laske,0.7000867346938775,las,2,1,l,0.06879531517697202,0.03439765758848601,ictus,1472.9742014667258,2404.084621765611,3447.4833339065126
1,Laske,0.7000867346938775,las,2,1,a,0.22153773470964933,0.17956418253179668,ictus,1125.0297700585425,2441.7814281099313,3331.398283774936
2,Laske,0.7000867346938775,las,2,1,s,0.07493874780260418,0.32780242378792346,ictus,854.4408618568473,1641.7059231193925,2960.9101992608153
3,Laske,0.7000867346938775,ke,1,0,k,0.10266556058741849,0.41660457798293477,ictus,686.2273699287638,1665.8484737405063,3056.2212218570385
4,Laske,0.7000867346938775,ke,1,0,e,0.2321493764172335,0.5840120464852607,ictus,895.4238845122784,1680.3873344443975,1883.3162649162707
5,sissi,0.700409684876808,sis,2,1,s,0.10396003401360532,0.7520667517006802,ictus,905.1389200702544,2120.3173549823377,2819.0936057778245
6,sissi,0.700409684876808,sis,2,1,i,0.18200000000000005,0.8950467687074828,ictus,646.9911700274961,1970.239031131089,2389.718302621151
7,sissi,0.700409684876808,sis,2,1,(s) s^,0.09900000000000009,1.0355467687074829,ictus,590.4783367282025,2022.3291175822214,2455.5667661880443
8,sissi,0.700409684876808,si,1,0,(s) s^,0.09949659863945581,1.134795068027211,off,653.4853853987413,2131.909934381149,3027.6148795865142
9,sissi,0.700409684876808,si,1,0,i,0.21595305222374672,1.2925198934588122,off,408.90080588405846,1927.6198036945457,2644.697817131394
10,"kadrisandi,",1.4529235193837964,kad,2,1,k,0.10006337212887662,1.4505281056351238,ictus,526.0557238696795,2358.088091478701,3067.561024087683
11,"kadrisandi,",1.4529235193837964,kad,2,1,a,0.2619810954886461,1.6315503394438853,ictus,487.2723995626826,2095.257038063459,2488.566170707764
12,"kadrisandi,",1.4529235193837964,kad,2,1,d,0.09199999999999986,1.808540887188208,ictus,620.0394626461728,2511.039688544954,2981.077702655754
13,"kadrisandi,",1.4529235193837964,ri,1,0,r,0.069040227120301,1.8890610007483586,off,866.3248870862627,1572.6629165639781,2755.426419380304
14,"kadrisandi,",1.4529235193837964,ri,1,0,i,0.1739597728796991,2.0105610007483588,off,915.8275846041068,1624.2408104746937,2679.358777733451
15,"kadrisandi,",1.4529235193837964,san,2,1,s,0.11500000000000021,2.1550408871882083,ictus,817.8947238244266,1648.1500479430163,2386.4747855706973
16,"kadrisandi,",1.4529235193837964,san,2,1,a,0.21199999999999974,2.3185408871882083,ictus,555.975211115196,2245.4464008532264,2464.7846488706773
17,"kadrisandi,",1.4529235193837964,san,2,1,(n) ɲ,0.12091772702405201,2.484999750700234,ictus,480.8182264713531,2373.6836490020387,2934.791103352307
18,"kadrisandi,",1.4529235193837964,"di,",2,0,d,0.09038917149763837,2.5906531999610793,off,813.8382397337548,1450.0358317591008,1896.7075380680228
19,"kadrisandi,",1.4529235193837964,"di,",2,0,i,0.21757215324458334,2.74463386233219,off,987.7033995887183,1651.7805140783246,1869.1006616028506
20,Laske,0.6657244938091296,las,2,1,l,0.1344195051469974,5.618264170328994,ictus,502.97835288787485,2076.5028800512273,2337.0856303558503
21,Laske,0.6657244938091296,las,2,1,a,0.16655725623582818,5.768752551020407,ictus,869.9194008182518,2374.105112152507,3323.256676295921
22,Laske,0.6657244938091296,las,2,1,s,0.10844274376417307,5.906252551020408,off,1051.563521649945,1999.7283551712746,2761.1703555829286
23,Laske,0.6657244938091296,ke,1,0,k,0.07964739393065035,6.000297619867819,off,516.0236671225301,1526.3717763102468,2718.2835315587286
24,Laske,0.6657244938091296,ke,1,0,e,0.17665759473148057,6.128450114198885,off,879.8893745640246,1576.7973962291271,2574.859102581106
25,sissi,0.6660130009506009,sis,2,1,s,0.10750141723356155,6.2705296201814065,ictus,837.8892199712913,1238.562992532552,2635.620264014055
26,sissi,0.6660130009506009,sis,2,1,i,0.17799999999999994,6.413280328798187,ictus,594.097938516768,2338.073083530262,2447.1774827257855
27,sissi,0.6660130009506009,sis,2,1,(s) s^,0.10125566893424054,6.5529081632653075,off,688.5436920967275,2099.768696660266,2591.5428814435336
28,sissi,0.6660130009506009,si,1,0,(s) s^,0.10200000000000031,6.654535997732427,off,662.2168770551463,2223.094881027892,3051.62531419541
29,sissi,0.6660130009506009,si,1,0,i,0.17725591478279856,6.794163955123826,ictus,573.8287133166788,1903.2691333968198,2609.3556903424346
30,"kadrisandi,",1.3356534571554013,kad,2,1,k,0.0979849529862884,6.931784389008371,ictus,536.5269570615657,2084.5502949042893,2944.0970687566296
31,"kadrisandi,",1.3356534571554013,kad,2,1,a,0.24875360502002763,7.105153668011528,ictus,506.4284084374829,1807.3660988805057,2451.753845794345
32,"kadrisandi,",1.3356534571554013,kad,2,1,d,0.06339498512453368,7.261227963083809,ictus,597.7343785781039,1086.9573875757553,2572.9985321814156
33,"kadrisandi,",1.3356534571554013,ri,1,0,r,0.06327878251177932,7.324564846901966,off,568.0766861727167,1760.427892189798,2388.1973489868665
34,"kadrisandi,",1.3356534571554013,ri,1,0,i,0.17554759019396915,7.44397803325484,ictus,1060.1013557276162,1622.5780590075835,2872.5898096695178
35,"kadrisandi,",1.3356534571554013,san,2,1,s,0.08777864216971754,7.575641149436683,ictus,916.1490905234111,1651.2570675800964,2655.6201499132403
36,"kadrisandi,",1.3356534571554013,san,2,1,a,0.1869999999999994,7.713030470521542,ictus,615.2385707508745,2124.478740095483,3032.353681778673
37,"kadrisandi,",1.3356534571554013,san,2,1,(n) ɲ,0.21054205640589618,7.91180149872449,ictus,467.9794360954438,2240.9404275619804,3380.0211770664732
38,"kadrisandi,",1.3356534571554013,"di,",2,0,d,0.024457943594104137,8.02930149872449,off,931.0784186264766,1643.9529311125455,2309.8146771563406
39,"kadrisandi,",1.3356534571554013,"di,",2,0,i,0.17691489914908587,8.129987920096085,off,905.9704759283906,1665.6612366373922,2565.7333817965505
40,kadril,0.7220733744154852,kad,2,1,k,0.11095415386616736,10.730295770052932,ictus,434.8158200255111,1669.4016393252589,2452.9498878025147
41,kadril,0.7220733744154852,kad,2,1,a,0.23837539564437016,10.904960544808201,ictus,914.38567144404,2211.975321994604,2587.2278699324957
42,kadril,0.7220733744154852,kad,2,1,d,0.07699999999999996,11.062648242630384,ictus,769.2811053278527,2047.4851745954413,2594.2329222305502
43,kadril,0.7220733744154852,ril,2,0,r,0.10500000000000043,11.153648242630386,ictus,981.4951545103359,1672.5733557462916,2896.5271667621964
44,kadril,0.7220733744154852,ril,2,0,i,0.13786337868480558,11.275079931972789,off,1187.1777702673032,1401.9881525331512,2915.835697438425
45,kadril,0.7220733744154852,ril,2,0,l,0.052880446220141764,11.370451844425261,off,921.6759738556145,1546.313949970658,2490.7700295732157
46,küüdse,0.6350875771736231,küüd,2,1,k,0.06991292477476208,11.431848529922714,ictus,868.3226111850164,1553.1768150870346,2564.0020224526397
