,word,syll,index,segment,quantity,accent,ictus,duration,midpoint,f1,f2,euc
0,vaesed,vae,0,a,2,1,blank,0.089154612301098,0.34497419846889843,425.0176313786745,1333.8951581946642,908.8775268159898
1,vaesed,vae,0,e,2,1,ictus,0.1538453876989021,0.45424228001725153,489.7527367534906,810.7939275280416,321.04119077455107
2,vaesed,sed,1,e,2,0,ictus,0.10908684152320836,0.5303630069294045,886.5703819153457,1662.6250922665959,776.0547103512502
3,öösed,öö,0,øː,2,1,blank,0.2435467884019853,0.7584876189008514,474.7984199030353,1938.2431247751686,1463.4447048721331
4,öösed,sed,1,e,2,0,blank,0.11325226757369622,0.7919200680272108,640.6929502508139,2295.0488339402627,1654.355883689449
5,"orjad,",or,0,o,2,1,blank,0.11716678629286936,0.9028088639572681,508.5764609655136,1940.3258571926858,1431.7493962271722
6,"orjad,","jad,",1,a,2,0,ictus,0.11756181055472248,1.0475725719440279,443.5335727780283,1999.3432465707954,1555.8096737927672
7,kinnikiilutud,kin,0,i,2,1,blank,0.1324256053835402,3.8146265622040816,355.76303791264706,1911.9769605627291,1556.2139226500822
8,kinnikiilutud,ni,1,i,1,0,blank,0.18067225824489963,3.995298820448981,436.9322197857836,1979.1654749896575,1542.2332552038738
9,"sulased,",su,0,u,1,0,ictus,0.13380558711810941,4.525840293559054,762.4455535699899,1415.383882092118,652.9383285221281
10,"sulased,",la,1,ɑ,1,0,ictus,0.15236458333333402,4.639619791666666,534.6353923460498,1701.7177622581032,1167.0823699120533
