,word,syll,index,segment,quantity,accent,ictus,duration,midpoint,f1,f2,euc
0,"Lõpe,",lõ,0,ɵ,2,1,ictus,0.29308178131584894,0.4221453329433576,748.7152568393128,1597.3670281603831,848.6517713210703
1,"Lõpe,","pe,",1,e,2,0,blank,0.2907509959489728,0.6619255843156611,660.9583279907339,1109.8046202392766,448.8462922485427
2,"linakene,",li,0,i,1,1,ictus,0.24211103673917944,1.209006202345691,814.8866113783112,1673.9399578145628,859.0533464362517
3,"linakene,",na,1,ɑ,2,0,blank,0.31856715360418386,1.427224702564557,854.1053011067995,1797.539641507405,943.4343404006054
4,kui,kui,0,uiː,3,1,ictus,0.3822805843250201,3.0185280111391624,699.3848803289767,1774.5653123997251,1075.1804320707483
5,siia,sii,0,iː,2,1,blank,0.28781827799982285,3.7451607184977886,529.0672937698051,1842.441343430407,1313.374049660602
6,siia,a,1,ja,1,0,blank,0.37381584745475305,3.9750674269526303,683.3669798366899,1703.8634677474504,1020.4964879107605
7,"jätan,",jä,0,æ,2,1,blank,0.21952035973724904,4.076476920894702,664.3202098039197,1953.014478767437,1288.694268963517
8,"jätan,","tan,",1,a,2,0,blank,0.32798924337212476,4.381222832059353,691.6455645780336,1816.3775512565214,1124.7319866784878
9,siia,sii,0,iː,2,1,ictus,0.45741989470302435,5.573178957177664,383.67780630482156,2078.699668353998,1695.0218620491762
10,siia,a,1,a,1,0,ictus,0.21020738851096077,5.601343065003779,356.37969162555913,2014.0484022633718,1657.6687106378126
11,jätan,jä,0,æ,2,1,blank,0.17094629924597093,5.739241934166605,719.5494245991521,2149.998456296374,1430.449031697222
12,jätan,tan,1,a,2,0,blank,0.22694468703045168,5.978433916055394,725.9939696292532,2110.7847946512197,1384.7908250219666
13,tsirgu,tsir,0,i,2,1,ictus,0.268398882666105,6.210549351001504,776.1254492047445,1733.1184091361113,956.9929599313667
14,tsirgu,gu,1,u,1,0,blank,0.2782015180980739,6.440289959729308,806.7685694553685,1055.645240967047,248.8766715116784
15,"süia,",süi,0,yi,2,1,ictus,0.4603699984393952,6.821958808743507,673.9739998333388,2191.745674869995,1517.7716750366562
16,"süia,","a,",1,a,2,0,ictus,0.2880562661573176,6.909887257609043,519.1099275359466,1163.4701051386417,644.3601776026951
17,pääsukesel,pää,0,æː,2,1,blank,0.41275511241106777,8.037573674568172,978.8994895731507,1998.8621521866212,1019.9626626134705
18,pääsukesel,su,1,u,2,0,blank,0.20475253607793142,8.084699258268648,808.2877736542397,1221.8210258111335,413.5332521568938
19,pääle,pää,0,æː,2,1,blank,0.38260243973877905,8.826922535062133,640.1468311958951,2066.368573467989,1426.2217422720937
20,pääle,le,1,e,1,0,blank,0.2742276686718661,8.933050420838768,682.0044882572255,1998.8811633547318,1316.8766750975064
21,tulla.,tul,0,ul,2,1,blank,0.4248011134831273,9.270501180324331,671.7284161331039,1881.5163733682223,1209.7879572351185
22,tulla.,la.,1,a,2,0,blank,0.36004904444735786,9.447877110301354,685.0274838857124,1641.7729682697197,956.7454843840073
23,Jätän,jä,0,æ,2,1,ictus,0.16771907701121336,10.31097701351915,429.8834352390512,1757.1439137786945,1327.2604785396434
24,Jätän,tän,1,æ,2,0,ictus,0.21444796754351358,10.51520590405145,353.4301388938971,2025.426156298853,1671.9960174049559
25,päivä,päi,0,æi,2,1,ictus,0.3964152225011546,11.057111847125332,654.2282378173234,1075.9272601288199,421.6990223114965
26,päivä,vä,1,æ,1,0,ictus,0.21854603770894698,11.102226224990025,853.0769581663064,2174.5664507899,1321.4894926235936
27,"palada,",pa,0,a,1,1,ictus,0.327042558563452,11.366811239704358,773.8999573032256,1246.438075985544,472.5381186823183
28,"palada,",la,1,ɑ,1,0,blank,0.2328939432194268,11.463437450189012,808.770847417187,1597.0933999493898,788.3225525322027
29,jätän,jä,0,æ,2,1,ictus,0.20597534644621973,12.802649050724218,466.26740818513036,2023.8169380007234,1557.5495298155931
30,jätän,tän,1,æ,2,0,ictus,0.19758641664330057,12.969981541359855,429.0706484733263,1880.4801849331877,1451.4095364598616
31,vihma,vih,0,i,2,1,blank,0.2965757428416538,13.39802961196262,1032.4011912130507,1501.0452933619697,468.64410214891905
32,vihma,ma,1,a,1,0,blank,0.25665558402690536,13.5818842610472,663.3218072490218,1900.7143161265203,1237.3925088774986
33,"valada,",va,0,a,1,1,blank,0.2774700751335395,13.778914715789185,536.3964870156962,2056.5482936437393,1520.1518066280432
34,"valada,",la,1,ɑ,1,0,blank,0.2623353437626186,13.935306939955362,640.4254436533607,2009.633574141084,1369.2081304877233
35,ligi,li,0,i,1,1,ictus,0.36067984222802707,15.46212853569633,979.4094087048026,1842.0972907367984,862.6878820319959
36,ligi,gi,1,ɪ,1,0,ictus,0.30564055561038117,15.628415515900429,759.0248311185202,1565.6092342746117,806.5844031560915
37,maada,maa,0,aː,2,1,blank,0.289636843001297,15.798216570499722,706.6020596092718,1453.0312578468884,746.4291982376166
38,maada,da,1,a,1,0,ictus,0.28446613557633427,16.003442437707776,739.4189446676862,1398.4602195063328,659.0412748386466
39,ligunema.,li,0,i,1,1,ictus,0.30603138128438445,16.21627729671857,784.6448240738827,1987.1261749105063,1202.4813508366237
40,ligunema.,gu,1,ʊ,1,0,blank,0.30998598189560056,16.425163625868436,807.189989356172,2108.9277447515838,1301.7377553954118
41,"Perenaine,",pe,0,e,1,0,ictus,0.3774150602144175,18.05416221673327,447.42342072613417,1655.8277628101848,1208.4043420840508
42,"Perenaine,",re,1,ɛ,1,0,blank,0.2878589442313384,18.170905010782647,513.4916866796821,1679.2756000029913,1165.7839133233092
43,"linnukene,",lin,0,i,2,1,blank,0.27120720454882274,18.7158297927506,645.6936555483035,1881.3271064705173,1235.6334509222138
44,"linnukene,",nu,1,u,2,0,blank,0.2472149071814016,18.883307864670737,594.086230606339,2005.6820443743618,1411.5958137680227
45,tule,tu,0,u,1,1,ictus,0.3447123340063172,20.396155077770487,921.2010286401637,1619.6449485156948,698.443919875531
46,tule,le,1,ɛ,1,0,ictus,0.24269310457006554,20.490143169168363,731.877480231431,1414.1602060784435,682.2827258470124
47,talu,ta,0,a,1,1,blank,0.33348126901668707,20.750037083506427,991.6653087791232,1715.0661159542494,723.4008071751263
48,talu,lu,1,ʊ,1,0,blank,0.24314821394479935,20.85488120714208,390.1828192741952,1217.8230419842344,827.6402227100391
49,"tuastagi,",tuas,0,u,3,1,ictus,0.3177146663072463,21.10118556444614,705.6008132015769,1117.2602133292007,411.6594001276238
50,"tuastagi,",ta,1,a,1,1,ictus,0.27592929485012263,21.21825752614264,690.417011375994,1088.552883796325,398.135872420331
51,orjal,or,0,o,2,1,blank,0.3150068050450656,23.0556962660428,934.021344682748,1209.053890119335,275.03254543658693
52,orjal,jal,1,al,2,0,blank,0.2991644686307495,23.30330080649923,940.3405988774222,1342.6688334732523,402.32823459583017
53,oodakuta!,ood,0,oː,3,1,blank,0.3617517965885071,23.515470368772363,747.8219195351899,1430.450514005141,682.6285944699512
54,oodakuta!,a,1,a,2,1,blank,0.23532977339888106,23.613503831543447,661.1902654150983,1750.5427400003125,1089.3524745852142
