,word,syll,index,segment,quantity,accent,ictus,duration,midpoint,f1,f2,euc
0,pandi,pan,0,a,a2,1,off,0.17702643947991348,3.6065337132302466,573.1809227425911,989.5901041132639,416.40918137067285
1,pandi,di,1,i,1,0,off,0.12903910541678698,3.6978664098719514,552.0437984432056,995.7388935868458,443.6950951436403
2,mind(e),mind,0,i,a2,1,ictus,0.08520952528935855,3.74592541565666,550.604532162798,923.7839706667273,373.1794385039293
3,mind(e),(e),1,e,a2,0,ictus,0.06773685334125545,3.8145653831486035,559.4320509858421,889.6181161026562,330.1860651168141
4,paju,pa,0,a,1,1,off,0.3866169768428902,4.233735598695146,565.8746365620035,1092.5360737517021,526.6614371896986
5,paju,ju,1,ʊ,1,0,off,0.26991593798797986,4.356542355221539,568.7582195290371,1009.1161121596166,440.3578926305795
6,"raiumaie,",rai,0,ai,a2,1,ictus,0.29141176583378403,4.569959374730413,602.0937219692717,963.0695419972549,360.9758200279832
7,"raiumaie,",u,1,u,1,0,off,0.3494418144413771,4.833617639056217,1048.8256940395308,2579.920772310121,1531.09507827059
8,saare,saa,0,aː,a2,1,off,0.401021531643881,7.282181962482883,519.2395231619329,1113.7366875143716,594.4971643524387
9,saare,re,1,e,1,0,off,0.21909233280852014,7.336323093841901,750.1635016843467,916.1259251364584,165.9624234521117
10,juuri,juu,0,uː,a2,1,ictus,0.3297794497162059,7.647817162499826,688.2599372063066,1739.8619785840647,1051.602041377758
11,juuri,ri,1,i,1,0,ictus,0.25122642137938556,7.777392172695805,803.4522081526424,1401.109456618745,597.6572484661027
12,"juksimaie,",juk,0,u,a2,0,ictus,0.21173153536733125,7.897329850897467,857.3070515111099,1368.8257377487298,511.51868623761993
13,"juksimaie,",si,1,i,1,0,off,0.26976551038655927,8.168506904853142,507.0866713661333,1532.6698588865906,1025.5831875204574
14,tamme,tam,0,a,a2,1,ictus,0.2628181345509759,10.342285224785211,795.1949368598978,1374.2864738258927,579.0915369659949
15,tamme,me,1,e,1,0,off,0.2255855654895882,10.531733296774041,871.5471399969551,1449.2099210048393,577.6627810078842
16,tüve,tü,0,y,1,1,off,0.4314597708878516,10.90624913850918,860.9371844069863,1371.7717210714547,510.8345366644685
17,tüve,ve,1,ɛ,1,0,off,0.20069390085910754,10.92954079854638,1025.602073724834,1130.5434216238693,104.94134789903524
18,tampimaie.,tam,0,a,a2,0,ictus,0.16864163633687568,11.061815552203539,1044.406337177945,1527.065772610008,482.659435432063
19,tampimaie.,pi,1,i,1,0,off,0.2821269118532932,11.399791317648916,547.6402084538884,1510.9752086050883,963.3350001511999
20,Leidsine,leid,0,ei,a2,1,off,0.3558264925726853,14.209132321910472,656.2230777991766,1382.1845686422967,725.96149084312
21,Leidsine,si,1,i,1,0,ictus,0.04767053489011985,14.16231304657196,863.4817725837308,1591.8017244038303,728.3199518200995
22,ma,ma,0,a,3,1,ictus,0.41401091536767964,14.674914740534904,407.115972339771,1037.9035528993538,630.7875805595828
23,siis,siis,0,iiː,3,1,ictus,0.17859437574118786,14.684479296376107,403.18318394586794,1050.0882707052838,646.9050867594158
24,"kogemata,",ko,0,o,1,1,off,0.3727984522744521,15.063650333608873,435.46767740524155,2008.2890020872087,1572.821324681967
25,"kogemata,",ge,1,ɛ,1,0,off,0.3085228570547187,15.231838141100507,475.2043801668742,1023.6116963198658,548.4073161529916
26,kus,kus,0,u,3,1,off,0.2632812391709649,17.555233023213596,576.0180067820647,926.9545340309037,350.93652724883896
27,aga,a,0,a,1,1,off,0.10310827857953342,17.61707993294056,572.3052657103486,911.0941655017687,338.78889979142
